Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD000265,CUST2964,Swiggy Instamart,54:29.5,20,Snacks,81,"Very late delivery, not happy.",2,No,Yes
ORD000266,CUST5033,Swiggy Instamart,43:29.5,19,Grocery,357,"Not fresh, disappointed.",2,No,Yes
ORD000267,CUST1651,JioMart,51:29.5,30,Snacks,351,Excellent experience!,5,No,No
ORD000268,CUST2343,JioMart,01:29.5,33,Grocery,535,Items missing from order.,2,No,Yes
ORD000269,CUST7868,Swiggy Instamart,53:29.5,30,Grocery,808,"Very late delivery, not happy.",2,No,Yes
ORD000270,CUST9565,Blinkit,21:29.5,28,Snacks,400,"Not fresh, disappointed.",2,No,Yes
ORD000271,CUST6183,Blinkit,57:29.5,33,Dairy,341,Very satisfied with the service.,5,No,No
ORD000272,CUST5272,Swiggy Instamart,11:29.5,41,Beverages,644,"Easy to order, loved it!",5,Yes,No
ORD000273,CUST4346,Blinkit,28:29.5,20,Fruits & Vegetables,439,Wrong item delivered.,1,No,Yes
ORD000274,CUST6147,Swiggy Instamart,35:29.5,33,Grocery,1418,Very satisfied with the service.,5,No,No
ORD000275,CUST4910,Blinkit,59:29.5,30,Snacks,141,Packaging could be better.,3,No,No
ORD000276,CUST5351,Blinkit,58:29.5,34,Personal Care,1534,Good quality products.,4,No,No
ORD000277,CUST7484,JioMart,54:29.5,28,Beverages,891,Wrong item delivered.,1,No,Yes
ORD000278,CUST3144,JioMart,30:29.5,21,Beverages,665,Quick and reliable!,5,No,No
ORD000279,CUST5915,Blinkit,50:29.5,28,Personal Care,254,Delivery person was rude.,2,No,Yes
ORD000280,CUST8491,Blinkit,12:29.5,22,Fruits & Vegetables,86,"Easy to order, loved it!",5,No,No
ORD000281,CUST6180,JioMart,55:29.5,20,Grocery,615,Very satisfied with the service.,5,No,No
ORD000282,CUST2188,JioMart,40:29.5,41,Dairy,314,"Easy to order, loved it!",5,Yes,No
ORD000283,CUST1152,JioMart,11:29.5,31,Personal Care,1910,Delivery person was rude.,2,No,Yes
ORD000284,CUST8508,Swiggy Instamart,05:29.5,10,Fruits & Vegetables,260,"Horrible experience, never ordering again.",1,No,Yes
ORD000285,CUST2638,Blinkit,55:29.5,5,Grocery,505,"Fast delivery, great service!",5,No,No
ORD000286,CUST2200,JioMart,15:29.5,28,Personal Care,446,Packaging could be better.,3,No,No
ORD000287,CUST9808,Blinkit,15:29.5,23,Grocery,1474,"Horrible experience, never ordering again.",1,No,Yes
ORD000288,CUST4492,Swiggy Instamart,03:29.5,30,Snacks,126,Wrong item delivered.,1,No,Yes
ORD000289,CUST9288,Swiggy Instamart,48:29.5,32,Dairy,258,"Horrible experience, never ordering again.",1,No,Yes
ORD000291,CUST3170,Swiggy Instamart,34:29.5,22,Beverages,477,Good quality products.,4,No,No
ORD000292,CUST6718,Blinkit,38:29.5,39,Grocery,206,"Easy to order, loved it!",5,No,No
ORD000293,CUST2127,JioMart,50:29.5,18,Snacks,264,Wrong item delivered.,1,No,Yes
ORD000294,CUST5002,Blinkit,12:29.5,42,Dairy,564,Items missing from order.,2,Yes,Yes
ORD000295,CUST7054,Blinkit,25:29.5,35,Dairy,563,"Easy to order, loved it!",5,No,No
ORD000296,CUST5669,Swiggy Instamart,10:29.5,23,Fruits & Vegetables,558,Items missing from order.,2,No,Yes
ORD000297,CUST3584,Swiggy Instamart,11:29.5,34,Fruits & Vegetables,219,Very satisfied with the service.,5,No,No
ORD000298,CUST8179,Swiggy Instamart,05:29.5,26,Beverages,969,"Very late delivery, not happy.",2,No,Yes
ORD000299,CUST9900,Swiggy Instamart,22:29.5,43,Dairy,398,Excellent experience!,5,Yes,No
ORD000300,CUST5956,Swiggy Instamart,15:29.5,23,Snacks,265,"Not fresh, disappointed.",2,No,Yes
ORD000301,CUST9666,JioMart,17:29.5,38,Dairy,613,Good quality products.,4,No,No
ORD000302,CUST1128,Blinkit,59:29.5,17,Grocery,358,Quick and reliable!,5,No,No
ORD000303,CUST5905,Blinkit,55:29.5,33,Snacks,491,Delivery person was rude.,2,No,Yes
ORD000304,CUST2697,Blinkit,44:29.5,32,Snacks,317,Items missing from order.,2,No,Yes
ORD000305,CUST3200,Blinkit,03:29.5,36,Personal Care,1864,Very satisfied with the service.,5,No,No
ORD000307,CUST2891,Blinkit,31:29.5,26,Fruits & Vegetables,632,"Horrible experience, never ordering again.",1,No,Yes
ORD000308,CUST2753,JioMart,04:29.5,10,Fruits & Vegetables,390,Excellent experience!,5,No,No
ORD000309,CUST3546,JioMart,36:29.5,16,Dairy,175,"Very late delivery, not happy.",2,No,Yes
ORD000310,CUST5462,Blinkit,50:29.5,9,Snacks,88,Delivery person was rude.,2,No,Yes
ORD000311,CUST5616,Blinkit,17:29.5,27,Beverages,689,"Horrible experience, never ordering again.",1,No,Yes
ORD000312,CUST4450,JioMart,38:29.5,41,Beverages,672,Items missing from order.,2,Yes,Yes
ORD000313,CUST6617,JioMart,30:29.5,22,Snacks,297,"Horrible experience, never ordering again.",1,No,Yes
ORD000314,CUST4335,Swiggy Instamart,53:29.5,26,Snacks,416,Packaging could be better.,3,No,No
ORD000315,CUST5325,JioMart,31:29.5,24,Beverages,433,Good quality products.,4,No,No
ORD000316,CUST9280,Swiggy Instamart,33:29.5,32,Snacks,125,"Fast delivery, great service!",5,No,No
ORD000317,CUST9004,Swiggy Instamart,27:29.5,31,Snacks,257,Excellent experience!,5,No,No
ORD000318,CUST5114,Swiggy Instamart,41:29.5,25,Dairy,496,Packaging could be better.,3,No,No
ORD000319,CUST1832,Swiggy Instamart,21:29.5,20,Snacks,460,Quick and reliable!,5,No,No
ORD000320,CUST2512,Swiggy Instamart,06:29.5,36,Beverages,382,Packaging could be better.,3,No,No
ORD000322,CUST5533,JioMart,07:29.5,38,Beverages,825,Items missing from order.,2,No,Yes
ORD000323,CUST1722,Swiggy Instamart,40:29.5,18,Grocery,826,Items missing from order.,2,No,Yes
ORD000324,CUST1058,JioMart,58:29.5,7,Beverages,548,"Easy to order, loved it!",5,No,No
ORD000325,CUST6464,JioMart,21:29.5,27,Personal Care,1586,"Horrible experience, never ordering again.",1,No,Yes
ORD000326,CUST3143,Swiggy Instamart,51:29.5,43,Dairy,138,Good quality products.,4,Yes,No
ORD000327,CUST5291,Blinkit,01:29.5,10,Personal Care,551,Packaging could be better.,3,No,No
ORD000328,CUST3647,Swiggy Instamart,47:29.5,25,Dairy,209,"Horrible experience, never ordering again.",1,No,Yes
ORD000329,CUST8239,Blinkit,04:29.5,46,Personal Care,587,"Easy to order, loved it!",5,Yes,No
ORD000330,CUST8007,JioMart,07:29.5,39,Dairy,157,Excellent experience!,5,No,No
ORD000331,CUST1158,Blinkit,21:29.5,32,Dairy,210,"Easy to order, loved it!",5,No,No
ORD000333,CUST2232,Blinkit,43:29.5,44,Grocery,1117,"Easy to order, loved it!",5,Yes,No
ORD000334,CUST3442,JioMart,03:29.5,28,Fruits & Vegetables,83,Packaging could be better.,3,No,No
ORD000335,CUST9938,JioMart,30:29.5,7,Personal Care,1299,Quick and reliable!,5,No,No
ORD000336,CUST1590,Blinkit,47:29.5,44,Beverages,932,Very satisfied with the service.,5,Yes,No
ORD000337,CUST7049,Blinkit,19:29.5,19,Snacks,173,"Very late delivery, not happy.",2,No,Yes
ORD000338,CUST3426,Swiggy Instamart,04:29.5,61,Fruits & Vegetables,95,"Easy to order, loved it!",5,Yes,No
ORD000339,CUST8041,Blinkit,37:29.5,28,Snacks,165,"Not fresh, disappointed.",2,No,Yes
ORD000340,CUST3088,Swiggy Instamart,55:29.5,34,Dairy,619,"Very late delivery, not happy.",2,No,Yes
ORD000341,CUST1685,Blinkit,11:29.5,30,Dairy,317,Packaging could be better.,3,No,No
ORD000342,CUST6050,Swiggy Instamart,51:29.5,27,Personal Care,1314,"Not fresh, disappointed.",2,No,Yes
ORD000343,CUST6974,JioMart,24:29.5,37,Dairy,338,Very satisfied with the service.,5,No,No
ORD000344,CUST1653,Blinkit,36:29.5,32,Beverages,498,Items missing from order.,2,No,Yes
ORD000345,CUST6862,Blinkit,21:29.5,30,Fruits & Vegetables,89,Wrong item delivered.,1,No,Yes
ORD000346,CUST4441,Blinkit,33:29.5,19,Snacks,419,Very satisfied with the service.,5,No,No
ORD000347,CUST5088,Blinkit,53:29.5,28,Personal Care,978,Wrong item delivered.,1,No,Yes
ORD000348,CUST2684,Swiggy Instamart,30:29.5,18,Personal Care,775,"Fast delivery, great service!",5,No,No
ORD000349,CUST6794,Blinkit,13:29.5,34,Beverages,377,"Easy to order, loved it!",5,No,No
ORD000351,CUST3532,JioMart,03:29.5,31,Grocery,1063,"Not fresh, disappointed.",2,No,Yes
ORD000352,CUST4878,Blinkit,01:29.5,42,Personal Care,1038,Packaging could be better.,3,Yes,No
ORD000353,CUST3662,JioMart,18:29.5,38,Grocery,1457,Quick and reliable!,5,No,No
ORD000354,CUST3900,Blinkit,34:29.5,50,Snacks,209,Packaging could be better.,3,Yes,No
ORD000355,CUST7755,Blinkit,29:29.5,39,Grocery,1468,Very satisfied with the service.,5,No,No
ORD000356,CUST1406,JioMart,54:29.5,31,Personal Care,1446,Excellent experience!,5,No,No
ORD000357,CUST3938,Blinkit,57:29.5,27,Dairy,210,Items missing from order.,2,No,Yes
ORD000358,CUST6442,JioMart,42:29.5,15,Fruits & Vegetables,517,"Fast delivery, great service!",5,No,No
ORD000359,CUST7745,Swiggy Instamart,36:29.5,43,Beverages,275,Good quality products.,4,Yes,No
ORD000360,CUST5065,Blinkit,11:29.5,35,Grocery,1449,"Very late delivery, not happy.",2,No,Yes
ORD000362,CUST3608,JioMart,04:29.5,33,Fruits & Vegetables,591,Delivery person was rude.,2,No,Yes
ORD000363,CUST2771,Swiggy Instamart,44:29.5,31,Fruits & Vegetables,584,"Very late delivery, not happy.",2,No,Yes
ORD000364,CUST7267,Swiggy Instamart,24:29.5,29,Personal Care,1131,Very satisfied with the service.,5,No,No
ORD000365,CUST1634,JioMart,56:29.5,39,Snacks,238,Excellent experience!,5,No,No
ORD000366,CUST8711,Swiggy Instamart,19:29.5,14,Snacks,62,Items missing from order.,2,No,Yes
ORD000367,CUST4644,Swiggy Instamart,51:29.5,38,Grocery,1334,"Not fresh, disappointed.",2,No,Yes
ORD000368,CUST4269,JioMart,07:29.5,43,Snacks,216,Good quality products.,4,Yes,No
ORD000369,CUST8541,Swiggy Instamart,09:29.5,18,Dairy,641,Very satisfied with the service.,5,No,No
ORD000370,CUST6728,JioMart,32:29.5,10,Fruits & Vegetables,556,Packaging could be better.,3,No,No
ORD000371,CUST6000,Swiggy Instamart,09:29.5,34,Snacks,378,"Not fresh, disappointed.",2,No,Yes
ORD000372,CUST4728,JioMart,15:29.5,39,Grocery,823,"Not fresh, disappointed.",2,No,Yes
ORD000373,CUST4652,JioMart,24:29.5,21,Dairy,362,Delivery person was rude.,2,No,Yes
ORD000374,CUST1387,Swiggy Instamart,57:29.5,16,Dairy,517,Delivery person was rude.,2,No,Yes
ORD000375,CUST4164,Swiggy Instamart,21:29.5,11,Fruits & Vegetables,451,Delivery person was rude.,2,No,Yes
ORD000376,CUST7528,Swiggy Instamart,26:29.5,40,Snacks,288,Delivery person was rude.,2,No,Yes
ORD000377,CUST6378,Blinkit,02:29.5,28,Snacks,392,Quick and reliable!,5,No,No
ORD000378,CUST5564,Blinkit,37:29.5,43,Snacks,354,Wrong item delivered.,1,Yes,Yes
ORD000379,CUST2137,Blinkit,25:29.5,5,Grocery,1296,Packaging could be better.,3,No,No
ORD000380,CUST5573,JioMart,24:29.5,30,Fruits & Vegetables,332,Delivery person was rude.,2,No,Yes
ORD000381,CUST6753,Swiggy Instamart,08:29.5,41,Grocery,1016,Packaging could be better.,3,Yes,No
ORD000382,CUST9346,JioMart,53:29.5,20,Personal Care,1585,"Horrible experience, never ordering again.",1,No,Yes
ORD000383,CUST7548,Blinkit,31:29.5,37,Snacks,296,"Not fresh, disappointed.",2,No,Yes
ORD000385,CUST6425,JioMart,25:29.5,20,Dairy,206,"Not fresh, disappointed.",2,No,Yes
ORD000386,CUST1452,Swiggy Instamart,34:29.5,30,Beverages,444,Good quality products.,4,No,No
ORD000387,CUST2889,JioMart,56:29.5,23,Beverages,432,"Horrible experience, never ordering again.",1,No,Yes
ORD000388,CUST5279,Swiggy Instamart,04:29.5,43,Snacks,204,"Horrible experience, never ordering again.",1,Yes,Yes
ORD000389,CUST3925,Blinkit,48:29.5,30,Personal Care,1701,"Very late delivery, not happy.",2,No,Yes
ORD000390,CUST5349,Blinkit,16:29.5,44,Beverages,750,Packaging could be better.,3,Yes,No
ORD000391,CUST1626,Swiggy Instamart,01:29.5,36,Beverages,197,Good quality products.,4,No,No
ORD000392,CUST2776,JioMart,32:29.5,20,Grocery,1106,Good quality products.,4,No,No
ORD000393,CUST8119,Blinkit,15:29.5,32,Personal Care,403,Good quality products.,4,No,No
ORD000394,CUST6663,Blinkit,31:29.5,21,Beverages,591,Items missing from order.,2,No,Yes
ORD000395,CUST6139,Blinkit,30:29.5,41,Personal Care,1000,Wrong item delivered.,1,Yes,Yes
ORD000396,CUST8149,Swiggy Instamart,10:29.5,44,Dairy,598,"Not fresh, disappointed.",2,Yes,Yes
ORD000397,CUST9379,Swiggy Instamart,30:29.5,12,Personal Care,255,Delivery person was rude.,2,No,Yes
ORD000398,CUST2894,JioMart,38:29.5,35,Grocery,708,"Fast delivery, great service!",5,No,No
ORD000399,CUST7311,JioMart,12:29.5,42,Personal Care,521,"Fast delivery, great service!",5,Yes,No
ORD000400,CUST4114,JioMart,48:29.5,38,Fruits & Vegetables,494,Very satisfied with the service.,5,No,No
ORD000401,CUST5173,Swiggy Instamart,29:29.5,28,Personal Care,1767,Wrong item delivered.,1,No,Yes
ORD000402,CUST1727,Swiggy Instamart,27:29.5,57,Dairy,765,Excellent experience!,5,Yes,No
ORD000403,CUST8144,JioMart,48:29.5,32,Snacks,390,Packaging could be better.,3,No,No
ORD000404,CUST1027,JioMart,09:29.5,15,Personal Care,1757,Good quality products.,4,No,No
ORD000405,CUST9518,Swiggy Instamart,57:29.5,36,Fruits & Vegetables,56,"Horrible experience, never ordering again.",1,No,Yes
ORD000406,CUST9821,JioMart,50:29.5,40,Beverages,675,Very satisfied with the service.,5,No,No
ORD000407,CUST4228,Blinkit,05:29.5,35,Snacks,298,Wrong item delivered.,1,No,Yes
ORD000408,CUST6967,Swiggy Instamart,22:29.5,32,Snacks,164,"Very late delivery, not happy.",2,No,Yes
ORD000409,CUST8066,JioMart,33:29.5,16,Beverages,708,Delivery person was rude.,2,No,Yes
ORD000410,CUST2146,Swiggy Instamart,16:29.5,13,Snacks,121,Excellent experience!,5,No,No
ORD000411,CUST6409,Blinkit,59:29.5,20,Fruits & Vegetables,659,Wrong item delivered.,1,No,Yes
ORD000412,CUST6143,Swiggy Instamart,31:29.5,5,Snacks,104,"Fast delivery, great service!",5,No,No
ORD000413,CUST3041,Swiggy Instamart,26:29.5,45,Snacks,52,"Fast delivery, great service!",5,Yes,No
ORD000414,CUST5920,Swiggy Instamart,45:29.5,30,Grocery,1264,Excellent experience!,5,No,No
ORD000415,CUST9308,Swiggy Instamart,23:29.5,26,Fruits & Vegetables,204,Good quality products.,4,No,No
ORD000416,CUST6067,Blinkit,42:29.5,15,Beverages,577,Packaging could be better.,3,No,No
ORD000417,CUST7691,Swiggy Instamart,32:29.5,17,Dairy,698,Wrong item delivered.,1,No,Yes
ORD000418,CUST6344,Swiggy Instamart,25:29.5,30,Dairy,474,"Fast delivery, great service!",5,No,No
ORD000419,CUST7592,JioMart,55:29.5,27,Personal Care,108,Items missing from order.,2,No,Yes
ORD000420,CUST5844,Swiggy Instamart,23:29.5,31,Personal Care,1058,"Easy to order, loved it!",5,No,No
ORD000421,CUST3085,JioMart,33:29.5,16,Snacks,320,"Very late delivery, not happy.",2,No,Yes
ORD000422,CUST4143,Blinkit,21:29.5,33,Fruits & Vegetables,58,"Fast delivery, great service!",5,No,No
ORD000423,CUST7888,Blinkit,13:29.5,42,Snacks,188,Quick and reliable!,5,Yes,No
ORD000424,CUST7211,Blinkit,18:29.5,27,Beverages,789,Good quality products.,4,No,No
ORD000425,CUST3851,Blinkit,23:29.5,37,Snacks,210,Delivery person was rude.,2,No,Yes
ORD000426,CUST5930,JioMart,35:29.5,28,Snacks,276,Good quality products.,4,No,No
ORD000427,CUST7653,Swiggy Instamart,19:29.5,26,Grocery,1169,"Not fresh, disappointed.",2,No,Yes
ORD000428,CUST9977,Blinkit,03:29.5,34,Fruits & Vegetables,135,Items missing from order.,2,No,Yes
ORD000429,CUST1006,Swiggy Instamart,43:29.5,25,Fruits & Vegetables,203,Excellent experience!,5,No,No
ORD000430,CUST5978,JioMart,36:29.5,23,Grocery,1484,"Not fresh, disappointed.",2,No,Yes
ORD000431,CUST5700,JioMart,43:29.5,40,Beverages,275,"Fast delivery, great service!",5,No,No
ORD000432,CUST4443,JioMart,23:29.5,11,Dairy,299,Delivery person was rude.,2,No,Yes
ORD000433,CUST8043,Blinkit,36:29.5,30,Snacks,91,Wrong item delivered.,1,No,Yes
ORD000434,CUST6279,Swiggy Instamart,42:29.5,19,Beverages,184,"Not fresh, disappointed.",2,No,Yes
ORD000435,CUST8618,Swiggy Instamart,28:29.5,48,Dairy,277,"Very late delivery, not happy.",2,Yes,Yes
ORD000436,CUST8238,Swiggy Instamart,51:29.5,39,Snacks,232,Good quality products.,4,No,No
ORD000437,CUST8244,JioMart,32:29.5,42,Beverages,848,Packaging could be better.,3,Yes,No
ORD000438,CUST4501,Blinkit,57:29.5,31,Personal Care,173,Excellent experience!,5,No,No
ORD000439,CUST9375,JioMart,45:29.5,36,Personal Care,219,Excellent experience!,5,No,No
ORD000440,CUST8752,JioMart,12:29.5,32,Dairy,688,"Not fresh, disappointed.",2,No,Yes
ORD000441,CUST3780,Swiggy Instamart,37:29.5,24,Personal Care,400,"Not fresh, disappointed.",2,No,Yes
ORD000442,CUST2389,JioMart,18:29.5,47,Fruits & Vegetables,467,"Easy to order, loved it!",5,Yes,No
ORD000443,CUST5649,Swiggy Instamart,52:29.5,37,Fruits & Vegetables,261,"Not fresh, disappointed.",2,No,Yes
ORD000444,CUST9445,Blinkit,16:29.5,21,Personal Care,1017,"Fast delivery, great service!",5,No,No
ORD000445,CUST6491,Swiggy Instamart,38:29.5,14,Fruits & Vegetables,385,Delivery person was rude.,2,No,Yes
ORD000446,CUST2530,Blinkit,22:29.5,19,Personal Care,323,Good quality products.,4,No,No
ORD000447,CUST4848,Swiggy Instamart,17:29.5,30,Grocery,241,Quick and reliable!,5,No,No
ORD000448,CUST6085,JioMart,54:29.5,23,Dairy,441,"Very late delivery, not happy.",2,No,Yes
ORD000449,CUST4680,JioMart,59:29.5,39,Dairy,552,Quick and reliable!,5,No,No
ORD000450,CUST4262,Blinkit,54:29.5,32,Personal Care,1756,Delivery person was rude.,2,No,Yes
ORD000451,CUST3414,Blinkit,53:29.5,27,Dairy,741,Wrong item delivered.,1,No,Yes
ORD000452,CUST1400,Blinkit,17:29.5,30,Snacks,292,Excellent experience!,5,No,No
ORD000453,CUST1757,Swiggy Instamart,39:29.5,28,Beverages,483,Quick and reliable!,5,No,No
ORD000454,CUST5011,Swiggy Instamart,31:29.5,27,Snacks,120,Quick and reliable!,5,No,No
ORD000455,CUST8784,Blinkit,34:29.5,33,Grocery,1257,"Not fresh, disappointed.",2,No,Yes
ORD000456,CUST2193,JioMart,21:29.5,24,Snacks,292,Good quality products.,4,No,No
ORD000457,CUST8461,Swiggy Instamart,04:29.5,18,Dairy,251,"Fast delivery, great service!",5,No,No
ORD000458,CUST7790,Swiggy Instamart,13:29.5,37,Beverages,922,Good quality products.,4,No,No
ORD000459,CUST4185,Swiggy Instamart,30:29.5,22,Dairy,573,"Horrible experience, never ordering again.",1,No,Yes
ORD000460,CUST7291,Blinkit,34:29.5,42,Personal Care,261,"Easy to order, loved it!",5,Yes,No
ORD000461,CUST9099,Blinkit,54:29.5,28,Fruits & Vegetables,698,Quick and reliable!,5,No,No
ORD000462,CUST7547,Blinkit,48:29.5,25,Snacks,431,Delivery person was rude.,2,No,Yes
ORD000463,CUST4997,Blinkit,52:29.5,20,Beverages,441,Packaging could be better.,3,No,No
ORD000464,CUST3417,Blinkit,55:29.5,26,Beverages,384,Excellent experience!,5,No,No
ORD000465,CUST1090,JioMart,19:29.5,33,Personal Care,133,Packaging could be better.,3,No,No
ORD000466,CUST2746,JioMart,59:29.5,22,Beverages,921,Quick and reliable!,5,No,No
ORD000467,CUST7965,Blinkit,58:29.5,37,Grocery,488,"Easy to order, loved it!",5,No,No
ORD000468,CUST4585,Swiggy Instamart,21:29.5,18,Personal Care,922,"Horrible experience, never ordering again.",1,No,Yes
ORD000469,CUST3881,Blinkit,51:29.5,39,Snacks,400,Excellent experience!,5,No,No
ORD000470,CUST9486,JioMart,25:29.5,31,Grocery,912,Quick and reliable!,5,No,No
ORD000471,CUST8611,JioMart,43:29.5,25,Snacks,450,"Fast delivery, great service!",5,No,No
ORD000472,CUST1822,Swiggy Instamart,28:29.5,33,Personal Care,1870,"Fast delivery, great service!",5,No,No
ORD000473,CUST5082,JioMart,01:29.5,46,Beverages,165,Items missing from order.,2,Yes,Yes
ORD000474,CUST2988,Blinkit,14:29.5,41,Grocery,716,Excellent experience!,5,Yes,No
ORD000475,CUST8478,Swiggy Instamart,13:29.5,33,Grocery,963,Wrong item delivered.,1,No,Yes
ORD000476,CUST3184,Blinkit,34:29.5,39,Snacks,60,Wrong item delivered.,1,No,Yes
ORD000477,CUST8612,Blinkit,46:29.5,25,Fruits & Vegetables,269,"Horrible experience, never ordering again.",1,No,Yes
ORD000478,CUST9702,Swiggy Instamart,42:29.5,23,Grocery,1434,Very satisfied with the service.,5,No,No
ORD000479,CUST6198,Blinkit,43:29.5,37,Snacks,140,Packaging could be better.,3,No,No
ORD000480,CUST8251,JioMart,16:29.5,32,Snacks,153,"Horrible experience, never ordering again.",1,No,Yes
ORD000481,CUST9270,Blinkit,43:29.5,27,Personal Care,422,Good quality products.,4,No,No
ORD000482,CUST7991,Swiggy Instamart,04:29.5,38,Snacks,245,Good quality products.,4,No,No
ORD000483,CUST9976,Swiggy Instamart,56:29.5,30,Grocery,1388,Excellent experience!,5,No,No
ORD000484,CUST8305,Swiggy Instamart,23:29.5,42,Grocery,1279,Packaging could be better.,3,Yes,No
ORD000485,CUST3607,Blinkit,43:29.5,8,Snacks,416,"Horrible experience, never ordering again.",1,No,Yes
ORD000486,CUST8777,Swiggy Instamart,44:29.5,24,Fruits & Vegetables,688,Excellent experience!,5,No,No
ORD000487,CUST8373,Swiggy Instamart,32:29.5,39,Beverages,619,Wrong item delivered.,1,No,Yes
ORD000488,CUST5246,Blinkit,19:29.5,46,Grocery,699,Very satisfied with the service.,5,Yes,No
ORD000489,CUST5050,JioMart,10:29.5,43,Grocery,524,Good quality products.,4,Yes,No
ORD000490,CUST5543,Blinkit,38:29.5,23,Personal Care,271,Packaging could be better.,3,No,No
ORD000491,CUST9540,Swiggy Instamart,37:29.5,42,Grocery,1252,Good quality products.,4,Yes,No
